id,summary
289,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Effects of High-Intensity Interval Training on Physical Fitness, Skills, and Tactical Performance Among College Male Ice Hockey Players in China

Objective: To investigate the effects of 12 weeks of high-intensity interval training (HIIT) on physical fitness, skills, and tactical performance in college male ice hockey players.

Design: Randomized controlled trial with two groups: experimental (HIIT) and control (traditional training).

Intervention: The experimental group underwent HIIT, which included repeated sprint training, sprint interval training, long-pass tracking drills, and chase-the-rabbit tracking drills. The control group performed traditional training, which included varied-pace skating, dribbling and shooting drills, passing-catching training, and 2-on-1 drills.

Primary Outcome Measures:

* Maximal oxygen uptake performance
* Endurance performance
* Power performance
* Agility and skill performance
* Passing and shooting performance
* Tactical performance

Secondary Outcome Measures:

* Maximal oxygen uptake performance at 6 weeks
* Endurance performance at 6 weeks
* Power performance at 6 weeks
* Agility and skill performance at 6 weeks
* Passing and shooting performance at 6 weeks
* Tactical performance at 6 weeks

The study aims to provide a theoretical basis for improving ice hockey training methods, enhancing physical fitness, skills, and tactical performance in college ice hockey players."
290,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Title:** The Effect of Chlorhexidine on the Oral Microbiome, Salivary Pellicle Proteins, and Vascular Function in Individuals with Dental Erosion

**Objective:** To investigate the effect of chlorhexidine mouthwash on the oral microbiome, salivary pellicle proteins, and vascular function in healthy individuals and those with dental erosion.

**Design:** A double-blind, randomized, crossover trial with two groups: healthy individuals and those with dental erosion.

**Methodology:** Participants will be randomly assigned to receive either a chlorhexidine mouthwash or a placebo mouthwash for 7 days, followed by a 12-week washout period and then the reverse treatment. Samples will be collected at various time points, including saliva, blood, and oral microbiome samples.

**Outcome Measures:** The primary outcome measures include identification of salivary proteins, microbiome diversity, and blood pressure measurement. Secondary outcome measures include endothelial function test, flow-mediated dilation, nitrate and nitrite levels in saliva and plasma, and oxidative stress markers.

**Inclusion Criteria:** Healthy individuals aged 18-75 years with a minimum of 20 natural teeth and no signs of dental erosion or active caries. Individuals with dental erosion will also be included.

**Exclusion Criteria:** Smokers, individuals with a history of vomiting, bruxism, or gastro-oesophageal reflux disease, and those with certain medical conditions or taking certain medications.

**Study Duration:** 15 visits over a period of approximately 6 months."
291,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: A Pain and Coordination Plan (PAC-plan) in Transition Between Hospital and Primary Care to Reduce Opioid Use in Patients After Accidental Injuries: A Randomized Controlled Trial

Objective: To evaluate the effectiveness of a Pain and Coordination Plan (PAC-plan) in reducing opioid use and improving quality of life in patients with accidental injuries.

Design: Prospective randomized controlled trial (RCT) with a parallel assignment design.

Intervention: The PAC-plan includes three main elements: an opioid management plan upon discharge from the hospital, an appointment with the patient's regular general practitioner (GP) within 2-4 weeks after discharge, and an opportunity for increased collaboration between the GP and hospital specialists.

Primary Outcome Measure: Opioid use measured in oral morphine equivalents (OMEQ) at 6 weeks post-discharge.

Secondary Outcome Measures: Opioid use measured in OMEQ at 52 weeks post-discharge, pain intensity, health-related quality of life, perceived injustice, optimism, depression symptoms, physical activity, and insomnia severity.

Participants: Adults ≥18 years of age who have undergone acute orthopaedic surgery following accidental injury and are discharged on opioid medication.

Locations: The Division of Orthopaedic Surgery, Oslo University Hospital (OUH), Norway.

Duration: 52 weeks.

This study aims to investigate the effectiveness of a PAC-plan in reducing opioid use and improving quality of life in patients with accidental injuries, and to explore its impact on pain management, collaboration between healthcare providers, and patient-reported outcomes."
292,"assistant

This is a cluster randomized controlled cohort study evaluating the effectiveness of guided antiplatelet therapy versus standard antiplatelet therapy in patients with unruptured intracranial aneurysms undergoing stenting. The study aims to assess the incidence of ischemic events, such as ischemic stroke, transient ischemic attack, and stent thrombosis, within 30 days after stent implantation.

The study will randomize patients to either a control group, which will continue to use the center's standard antiplatelet regimen, or an experimental group, which will receive a guided antiplatelet regimen based on laboratory testing (LTA) to adjust antiplatelet medications. The guided regimen will be tailored to individual patients based on their platelet aggregation rates, with adjustments made at least one day before stent implantation.

Eligible patients must be aged 18-80 years, have a Modified Rankin Scale score of less than 2, and agree to participate in the study. Exclusion criteria include a history of allergy to aspirin, clopidogrel, or ticagrelor, and various medical conditions. The study will enroll patients with unruptured intracranial aneurysms who have received intracranial stenting and are receiving standard dual antiplatelet therapy for at least five days before stent implantation."
293,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Relation Between Bone Mineral Density, Gross Motor Function and Quality of Life In Children With Cerebral Palsy

Objective: To investigate the relationship between bone mineral density, gross motor function, and quality of life in children with cerebral palsy (CP).

Population: Children with CP, aged 7-10 years, with spastic diplegia or quadriplegia, and classified into two groups based on their gross motor function level (I-III or IV-V).

Interventions: None, as this is an observational study.

Outcome Measures:

1. Bone mineral density (BMD) assessed using dual-energy X-ray absorptiometry (DXA) scans.
2. Gross motor function assessed using the Gross Motor Function Measurement Scale (GMFM).
3. Quality of life assessed using the Quality of Life Questionnaire for Children (CP QOL-Child).

This study aims to explore the relationship between BMD, gross motor function, and quality of life in children with CP, and to identify factors that influence their overall well-being."
294,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Study Title:** Dopaminergic Mechanisms of Gating Working Memory, Learning and Motivation: a Pharmaco-fMRI Study

**Objective:** To investigate the effects of sulpiride, a dopamine receptor antagonist, on working memory, learning, and motivation in healthy individuals using functional magnetic resonance imaging (fMRI).

**Design:** A randomized, double-blind, placebo-controlled, crossover study with 18-45 year old healthy volunteers. Participants will receive both placebo and sulpiride (400mg) in a within-subjects design, with fMRI data acquisition 90 minutes after drug administration.

**Primary Outcome Measures:**

* Reaction time and accuracy during a working memory gating task
* BOLD-response to selective vs. global cues during working memory gating
* Accuracy and reaction time during a Simon task and a perceptual decision-making task

**Secondary Outcome Measures:**

* Eye-blink rate as a biomarker of striatal dopamine function
* Working memory capacity using the Operation Span and Digit Span tests
* Self-reported measures of depressive symptoms, impulsivity, behavioral activation and inhibition, state and trait anxiety, burnout, and COVID-related stress and anxiety.

**Inclusion Criteria:** Healthy volunteers between 18 and 45 years of age, predominant right-handedness.

**Exclusion Criteria:** Presence of certain medical conditions, psychiatric treatment, or a history of substance abuse."
295,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The HYGEF study aims to investigate the prevalence of hypertension and obesity in high school students, as well as the genetic factors that contribute to the development of hypertension in adulthood. The study will enroll 13-19 year old Caucasian students in high schools across Italy and collect data on their eating habits, lifestyle, family history, blood pressure, weight, height, urine, and saliva samples. The study will focus on 15 specific genetic polymorphisms in 13 candidate genes, including Adducin genes and Endogenous Ouabain, to determine their link to hypertension and cardiovascular risk. Additionally, the study will analyze urine samples for markers of inflammation, oxidative stress, and sodium/potassium excretion. The primary outcome measures include the link between specific polymorphisms and phenotypes such as hypertension, sodium, and potassium intake."
296,"assistant

The EPigenetic Consequences in Children of Intravenous vs Volatile Anaesthesia for Surgery (EPIVA) is a randomized, feasibility trial designed to investigate the impact of general anesthesia on epigenetic changes in children undergoing hypospadias surgery. The study aims to explore whether epigenetic changes occur in children undergoing anesthesia and whether the type of anesthesia used (intravenous or inhalational) affects these changes. The trial will enroll children aged 6 months to 3 years who are undergoing hypospadias surgery and will be randomized to receive either intravenous or inhalational anesthesia. Blood samples will be collected before and after surgery to analyze epigenetic changes. The primary objectives of the study are to assess the feasibility of conducting a pediatric perioperative epigenetics study and to explore whether epigenetic changes occur in whole blood in children undergoing anesthesia for hypospadias surgery. Secondary objectives include comparing epigenetic changes between the two arms of the trial and identifying potential genes, pathways, and functional biological processes involved. The study will also evaluate the acceptability of the trial process for participants and clinical staff."
297,"assistant

This clinical trial aims to investigate whether additional markers can improve laboratory diagnostics in patients with hypothyroidism receiving levothyroxine (L-T4) treatment. The study will include four groups: patients with Hashimoto's hypothyroidism, hypothyroidism after thyroidectomy due to thyroid carcinoma, central hypothyroidism, and hypothyroidism during treatment for Graves' disease, as well as healthy controls. The primary outcome measures are TSH, fT4, fT3, and the fT3/fT4 ratio, while secondary outcome measures include TT4, TT3, rT3, SHBG, acylcarnitines, and amino acids. The study will assess whether treated hypothyroid patients with fT4 concentrations above the upper reference limit have fT3 levels or fT3/fT4 ratios within the reference interval. The results will help improve laboratory diagnostics in patients with central hypothyroidism, where TSH cannot be used to monitor thyroid hormone status."
298,"assistant

The ""Palliative NonOperative Management in Selected Elderly With a Limited Life Expectancy Who Sustained a Hip Fracture"" study aims to implement palliative non-operative management (PNOM) in all Dutch hospitals for frail elderly patients with a limited life expectancy who fracture their hip. The study's primary aim is to implement PNOM as part of shared decision-making in this patient group. The study will use a multicenter prospective cohort design and will enroll frail elderly patients (70 years or older) with a limited life expectancy who have a proximal femoral fracture. The study will collect data on patients eligible for PNOM through automated data extraction and will also conduct interviews with healthcare professionals and patients/proxy/next of kin. The study's secondary aims include enriching the PNOM protocol, developing educational modules, creating awareness and a sense of urgency, improving the PNOM protocol, and facilitating its scaling up to all hospitals in the Netherlands."
299,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The ""Physiological MRI for Precision Radiotherapy IDH-wildtype Glioblastoma"" study aims to generate proof-of-concept for using physiological MRI techniques to create a more accurate clinical target volume (CTV) for radiotherapy treatment planning in patients with IDH-wildtype glioblastoma. The study will extend the standard MRI session used for radiotherapy planning in 10 patients with glioblastoma to assess oxygenation status and cell proliferation, and compare the resulting physiological CTV to the standard CTV. The primary objective is to demonstrate that the physiological CTV is smaller in volume and better matches microinvasion of the tumour than the standard CTV, while maintaining equal prediction of pattern of failure. The study will also evaluate the pattern-of-failure analysis and assess the percentage of overlap of the recurrence volume with the physiological and standard CTV."
300,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Acceptance and Effectiveness of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-COV-2) Vaccination in Systemic Sclerosis Patients Treated by Autologous Hematopoietic Stem Cell Transplantation

Objective: To assess the acceptance and effectiveness of SARS-CoV-2 vaccination in systemic sclerosis patients who have undergone autologous hematopoietic stem cell transplantation (AHSCT) compared to those who have not undergone AHSCT.

Study Population: Adults with systemic sclerosis who were offered SARS-CoV-2 vaccination between January 1st, 2021, and June 30th, 2022.

Interventions: Participants were either SSc patients who had undergone AHSCT (Cases) or SSc patients who had not undergone AHSCT (Controls).

Primary Outcome Measure: Cumulative incidence of asymptomatic or symptomatic COVID-19 infection after AHSCT compared to non-AHSCT SSc patients.

Secondary Outcome Measures: Proportion of SSc patients who refused vaccination, cumulative incidence of symptomatic COVID-19 infection, time of onset of first COVID-19 infection, severity of symptomatic COVID-19, proportion of SSc patients with at least 1 grade ≥3 adverse event after COVID-19 vaccination, and humoral response in SSc patients treated by AHSCT and in controls after mRNA vaccine against SARS-CoV-2.

Study Duration: Up to 18 months."
301,"assistant

The ""Connecting Families to Improve Parental Self-efficacy and Parent Psychosocial and Infant Health Outcomes in the NICU"" study aims to evaluate the effectiveness of the CNH+ intervention in improving parental self-efficacy, parent psychosocial outcomes, and infant health outcomes in the Neonatal Intensive Care Unit (NICU). The study is a randomized controlled trial with a stepped wedge design, where four Canadian NICUs will be randomized to receive the CNH+ intervention every 5 months.

The primary outcomes include changes in parental self-perceived self-efficacy, parental stress, depression, and quality of life, as well as infant weight growth, head growth, and length of stay in the NICU. Secondary outcomes include infant neurological, hearing, and vision assessments at 18 months corrected gestational age, as well as parent-reported outcomes such as perceived ease of use of the CNH+ intervention and number of educational modules completed.

The study will enroll 240 parents of infants admitted to the NICU and will collect data at multiple time points, including baseline, during the infant's stay in the NICU, and at 6 months after discharge. The study aims to improve parental self-efficacy and outcomes for infants in the NICU by providing parents with access to a comprehensive eHealth solution, including educational modules, virtual communication tools, and personalized support."
302,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Investigation of the Effects of Physical Activity on Physical Fitness Parameters, Functional Fitness Age, and Quality of Life in Women at Risk of Osteoporosis

Objective: To investigate the effects of physical activity on physical fitness parameters, functional fitness age, and quality of life in women at risk of osteoporosis.

Methodology: A randomized, open-label trial was conducted in postmenopausal women aged 54-75 years with medium to high risk of osteoporosis, as assessed by the Osteoporosis Self-Assessment Tool for Women (OST). Participants were randomly assigned to either an experimental group receiving the Otago Exercise Program, which included strengthening exercises and moderate-intensity walking, or a control group with no intervention. Primary outcomes included lower extremity strength, upper extremity strength, aerobic endurance, upper extremity flexibility, agility, and quality of life. Secondary outcomes included dynamic balance.

Duration: The trial lasted 12 weeks, with measurements taken at baseline and after the intervention.

Population: Postmenopausal women aged 54-75 years with medium to high risk of osteoporosis, as assessed by the OST.

This summary captures the key aspects of the trial, including the objective, methodology, population, and duration."
303,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Digital Intervention to Improve Diet Quality in Adolescents With Overweight or Obesity

Objective: To evaluate the feasibility and effectiveness of a digital-based diet quality intervention for adolescents with overweight or obesity, focusing on improving diet quality and meal timing traits.

Study Design: A two-arm pilot randomized controlled trial (RCT) with a parallel assignment design.

Participants: 14-17 year old adolescents with a history of overweight or obesity, at risk for poor diet quality, and with a body mass index (BMI) between the 85th and 99th percentile.

Intervention: The intervention arm includes five components: personalized goal, meal timing, nutrition skills, home food environment, and engagement strategies, delivered through text messaging.

Primary Outcome Measure: Change in overall Healthy Eating Index (HEI) 2020 score, assessed through three 24-hour dietary recalls at baseline and follow-up.

Secondary Outcome Measures: Change in urinary concentration of sodium (Na) and potassium (K), measured through proton NMR at baseline and follow-up.

Duration: Four weeks.

This summary captures the key aspects of the trial, including the objective, study design, participants, intervention, primary and secondary outcome measures, and duration."
304,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Prediction of Hyperperfusion After Carotid Stenting by Multi-parameter Characteristics Based on Cerebral Autoregulation

Objective: To analyze the incidence of postoperative complications such as cerebral hyperperfusion (CH) and cerebral hyperperfusion syndrome (CHS) within 1 month after carotid artery stenting (CAS) and identify risk factors for CH.

Methods: 400 patients with carotid artery stenosis will be enrolled and undergo carotid stenting. TCD will be performed before and after CAS to measure middle cerebral artery mean velocity. CH will be defined as a >100% increase in MCA mean velocity within 48 hours after CAS. CHS will be diagnosed based on clinical symptoms, increased cerebral blood flow, and exclusion of other conditions.

Outcome Measures:

* Primary outcome: Cerebral hyperperfusion within 7 days post-operation
* Secondary outcomes: Cerebral hyperperfusion syndrome within 1 month post-operation, major stroke within 7 days post-operation

Eligibility Criteria: Patients aged 18-80 years with symptomatic or asymptomatic carotid artery stenosis ≥50% (symptomatic) or ≥70% (asymptomatic) treatable with CAS.

This study aims to predict the incidence of CH and CHS after CAS and identify risk factors for CH, which will help improve patient selection and treatment strategies for CAS."
305,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: A Community-based Video-conference-delivered Expressive Writing Intervention for Caregivers of Persons With Cancer

Objective: To test the effectiveness of a brief, low-cost, non-pharmacologic expressive writing (EW) intervention in improving emotional, social, and physical well-being among informal caregivers of persons with cancer.

Methodology: The study is a randomized controlled trial with a crossover design, comparing a group-based videoconference-delivered EW program to a waitlist control group. Participants will attend four weekly 60-minute group sessions, writing about their thoughts and feelings regarding their loved one's cancer and their role as caregiver. The primary outcome measures include psychological distress, quality of life, and caregiver-specific quality of life, assessed at 6 weeks. Secondary outcome measures include depression and perceived stress.

Eligibility: Participants must be 18 years or older, self-identify as an informal caregiver for an adult with stage II-IV breast, ovarian, prostate, colon, rectal, or lung cancer, and have access to a computer and internet connection. Exclusion criteria include caregivers for pediatric cancer patients."
306,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Investigating the Use of Intravenous Tranexamic Acid in Gender Affirming Mastectomy

Objective: To evaluate the effectiveness of intravenous tranexamic acid (TXA) in reducing postoperative bleeding, hematoma, seroma, and drain output in patients undergoing gender affirming mastectomy (GAM).

Design: Prospective, randomized, controlled single-surgeon trial with two arms: an experimental group receiving IV TXA and a control group receiving standard care.

Inclusion Criteria: Patients aged 18 years or older, undergoing GAM at the University of California San Francisco, with ASA I-III, and meeting World Professional Association for Transgender Health (WPATH) guidelines.

Exclusion Criteria: Patients under 18 years old, with coagulopathy or bleeding disorders, history of thromboembolic events, or known hypersensitivity to TXA.

Intervention: Patients in the experimental group will receive a loading dose of IV TXA at a concentration of 1g/10ml over 10 minutes, administered immediately following anesthesia induction. Patients in the control group will not receive IV TXA.

Primary Outcomes: Presence of hematoma, seroma, and drain output, and time to drain removal.

Secondary Outcomes: Thromboembolic events and wound complications.

Duration: Up to 3 months postoperatively, with a 1-year follow-up review of patient charts.

This study aims to investigate the effectiveness of IV TXA in reducing postoperative complications in patients undergoing GAM."
307,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Title:** A Randomized Controlled Trial of Smell Training and Trigeminal Nerve Stimulation in the Treatment of COVID-related Persistent Smell Loss

**Objective:** To determine the efficacy of Smell Training (ST) with or without Trigeminal Nerve Stimulation (TNS) in treating COVID-related persistent smell loss, and to assess the impact on other symptoms of Long COVID (LC), such as mood, cognition, sleep, and quality of life.

**Design:** A randomized, double-blind, parallel-group trial with three arms: Active ST, Placebo ST, and Active TNS + Active ST.

**Population:** Adults aged 18-65 with COVID-related persistent smell loss (anosmia, hyposmia, phantosmia, or parosmia) who are treatment-seeking and have a normal sense of smell prior to COVID.

**Interventions:** Participants will receive either:

* Active ST: Sniffing various odorant chemicals while performing odor-related cognitive tasks for 5 minutes, twice a day, 5 days a week, for 12 weeks.
* Placebo ST: Sniffing lower intensity odorant chemicals with no odor-related cognitive tasks for 5 minutes, twice a day, 5 days a week, for 12 weeks.
* Active TNS + Active ST: 30 minutes of once-a-day TNS, combined with Active ST.

**Primary Outcome Measures:** Change in psychophysical olfactory function, perceived intensity and hedonics of odorants, and olfactory-related quality of life.

**Secondary Outcome Measures:** Change in Long COVID symptoms, sustained attention, cognitive function, mood state, sleep quality, excessive daytime sleepiness, symptoms of depression, and symptoms of anxiety.

**Duration:** 12 weeks."
308,"assistant

The Study on the Evaluation of Acupuncture Therapy on Primary Insomnia is a randomized controlled trial (RCT) designed to assess the clinical effect of acupuncture therapy on primary insomnia. The study aims to evaluate the efficacy of Tiaoshen acupuncture in improving sleep quality, reducing fatigue, and alleviating anxiety and depression symptoms in patients with primary insomnia.

The study includes 100 patients aged 18-70 years with primary insomnia, who are randomly assigned to either an acupuncture group or a placebo acupuncture group. The acupuncture group receives Tiaoshen acupuncture, while the placebo acupuncture group receives non-insertive acupuncture using a sham needle.

The primary outcome measures include the Pittsburgh Sleep Quality Index (PSQI), Fatigue Scale-14, Epworth Sleepiness Scale, Self-Rating Anxiety Scale, and Self-Rating Depression Scale. Secondary outcome measures include polysomnography and heart rate variability.

The study is designed to evaluate the changes in these outcome measures before and after treatment, as well as at 4 weeks after treatment. The results of this study are expected to provide valuable information on the effectiveness of Tiaoshen acupuncture in treating primary insomnia."
309,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Study Title:** Shorter Anthracycline-Free Chemo Immunotherapy Adapted to Pathological Response in Early Triple Negative Breast Cancer (SCARLET), A Randomized Phase III Study

**Objective:** To assess whether participants with early-stage triple-negative breast cancer (TNBC) who receive anthracycline-free, taxane-platinum neoadjuvant chemotherapy with pembrolizumab have non-inferior breast cancer event-free survival (BC-EFS) compared to those who receive taxane-platinum-anthracycline neoadjuvant chemotherapy with pembrolizumab.

**Design:** Randomized, open-label, parallel-group, phase III trial.

**Population:** Women with early-stage TNBC, aged 18 years or older.

**Interventions:** Participants are randomized to one of two arms:

* Arm I: Paclitaxel, carboplatin, and pembrolizumab, followed by doxorubicin, cyclophosphamide, and pembrolizumab, and then surgery.
* Arm II: Docetaxel, carboplatin, and pembrolizumab, followed by surgery.

**Primary Outcome Measure:** Breast cancer event-free survival (BC-EFS) at up to 5 years.

**Secondary Outcome Measures:** Pathologic complete response (pCR), residual cancer burden (RCB), distant relapse-free survival (DRFS), overall survival (OS), and patient-reported outcomes (fatigue, physical function).

**Duration:** Up to 5 years.

**Inclusion Criteria:** Women with early-stage TNBC, aged 18 years or older, with Zubrod performance status of 0-2, and adequate organ function.

**Exclusion Criteria:** Women with a history of allergic reactions, autoimmune disease, or active infections, or those who have received prior systemic therapy or radiation therapy for the current breast cancer."
310,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The study aims to evaluate the effectiveness of a one-year version of the Parent-Child Assistance Program (PCAP-1) in preventing the need for foster care and promoting reunification among pregnant and postpartum individuals who have used substances during their current or most recent pregnancy. PCAP-1 is a home-visiting and case management program that provides mothers with a case manager who coaches them in setting goals, accessing community resources, and achieving recovery. The study will recruit 40 participants from three sites and randomly assign them to either the treatment group (receiving PCAP-1 services) or the control group (receiving services as usual). The primary outcomes measured include the proportion of target children not placed in foster care, mother's acquisition or maintenance of child custody, and mother's abstinence from drugs and/or alcohol. Secondary outcomes include reduction in costs to state agencies, stable housing, employment, education, public benefits, and criminal justice involvement. The study will also collect data on child development outcomes and child welfare administrative data."
311,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

This comparative study aims to evaluate the performance and safety of three optical measurement devices: Tomey OA-2000, Tomey CASIA2, and LenStar LS900. The study will enroll three cohorts: normal subjects, subjects with cataracts, and subjects with aphakia or pseudophakia. The primary outcomes will be the agreement between the test devices and a predicate device, the precision of the test devices, and the safety of the test devices. The study will assess the devices' performance using various metrics, including mean difference, standard deviation, 95% limits of agreement, and Bland-Altman plots. The study will also evaluate the repeatability and reproducibility of the devices using a crossed two-way random-effects analysis of variance model. The study will run for approximately 4 months, during which time participants will undergo optical measurements and report any adverse events."
312,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Comparison Between Rituximab Plus Zanubrutinib Versus Rituximab Monotherapy in Untreated SMZL Patients

This Phase III, open-label, randomized study aims to evaluate the efficacy and safety of zanubrutinib in combination with rituximab compared to rituximab monotherapy in patients with previously untreated splenic marginal zone lymphoma (SMZL). The study will enroll approximately 120 patients who will be randomized to receive either zanubrutinib and rituximab (Arm A) or rituximab alone (Arm B). The primary endpoint is Progression-Free Survival (PFS) at 3 years.

The study will assess various secondary endpoints, including complete remission rates, best response, time to next anti-lymphoma treatment, duration of response, overall survival, and treatment-emergent adverse events. The study will also evaluate the safety and tolerability of the treatments.

The study population includes patients with confirmed SMZL, aged 18 years or older, with measurable lesions, and an Eastern Cooperative Oncology Group (ECOG) performance status of 0, 1, or 2. Patients with prior splenectomy, central nervous system involvement, or prior malignancy are excluded."
313,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Title:** Efficacy of Perioperative US-Guided Serratus Anterior Plane Block Versus Thoracic Epidural in Adult Patient Undergoing Thoracotomy: A Randomized Comparative Double-Blinded Trial

**Objective:** To compare the effectiveness of perioperative continuous serratus anterior plane block (SAPB) versus continuous thoracic epidural (TEA) in patients undergoing thoracotomy for cancer surgery.

**Methodology:** A randomized, double-blinded, controlled trial involving 74 patients (37 in each group) with lung cancer undergoing thoracotomy. Patients were randomly allocated to receive either SAPB or TEA. The primary outcome measure was postoperative total morphine requirement.

**Interventions:** SAPB was performed using ultrasound guidance, and a catheter was inserted to deliver a bolus of 30 mL of 0.25% bupivacaine followed by a continuous infusion of 0.125% bupivacaine at a rate of 7-12 ml/hr. TEA was performed using a thoracic epidural catheter, and a test dose of 3 ccs of 1.5% lidocaine with 1:200,000 epinephrine was administered.

**Outcome Measures:** Primary outcome measures included postoperative total morphine requirement, intraoperative fentanyl requirement, time to the first analgesia requested by the patient, postoperative pain, length of hospital stay, and patient satisfactory score.

**Inclusion Criteria:** Patients with lung cancer undergoing thoracotomy, physical status ASA II and III, body mass index (BMI) > 20 kg/m2 and < 40 kg/m2.

**Exclusion Criteria:** Patients with known sensitivity or contraindication to local anesthetics, history of psychological disorders, localized infection at the site of block, coagulopathies, and patients requiring prolonged mechanical ventilation postoperatively."
314,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Enhancing Parent/Caregiver Engagement in the Pediatric Intensive Care Unit (PICU): A PICU Journal

Objective: To assess the effectiveness of a PICU Journal intervention in enhancing parent/caregiver engagement, reducing stress, and improving outcomes in pediatric patients and their families in the PICU.

Design: A non-randomized, open-label pilot study with a single intervention arm.

Participants: Parents/caregivers of pediatric patients (ages 1 month to 21 years) admitted to the PICU at Monroe Carell Jr. Children's Hospital at Vanderbilt, with their children meeting specific inclusion criteria.

Intervention: A hard-copy, customizable educational/therapeutic/expressive journal for parents/caregivers to document their child's PICU experiences and outcomes.

Outcome Measures: Primary outcomes include parent/caregiver reported stress level, care engagement level, depression and anxiety symptoms, impact of events, and use and satisfaction with the PICU journal. Secondary outcomes include child reported impact of events and PICU staff perceptions of the PICU journal intervention.

Duration: The study will enroll 75 participants and collect data at three time points: within 24-72 hours of admission, peri-discharge, and three months post-discharge.

Keywords: Intensive care, Critical care, Pediatrics, Family-Centered Care, Family Engagement, PICU Liberation."
315,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

This study aims to compare two methods of stakeholder engagement, Design Thinking (DT) and Focus Groups (FG), to determine which is more effective in getting input from Hispanic and Latino families of autistic children on the facilitators and barriers to access therapy services. The study will adapt two versions of an occupational therapy intervention, Ayres Sensory Integration (OT/ASI), using data from both DT and FG sessions. The primary objective is to improve the functional skills and health of Hispanic/Latino autistic children and their families by improving access to OT/ASI. The study will evaluate stakeholder engagement using the PCORI areas of stakeholder engagement and assess the acceptability, feasibility, and effectiveness of the adapted intervention manuals. The study will involve a randomized mixed methods design with two phases: Phase one will compare DT and FG on measures of stakeholder engagement, and Phase two will use data from Phase one to culturally adapt the intervention and obtain stakeholder input on acceptability and feasibility."
316,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Evaluate Harm Reduction Products as a Second Line Intervention for Adult Smokers Who Do Not Quit With NRT

Objective: To evaluate the effectiveness of harm reduction products (nicotine pouches and e-cigarettes) as a second-line intervention for adult smokers who do not quit with nicotine replacement therapy (NRT).

Study Design: A randomized, open-label study with four arms:

1. Experimental: Group I - NRT Responder: Participants who quit smoking with NRT in the first four weeks have the option to remain on NRT or switch to another product.
2. Experimental: Group IIa NRT Non-Responder - Pouch Preferrers: Participants who did not quit smoking with NRT and prefer nicotine pouches are randomized to switch to nicotine pouches or remain on NRT.
3. Experimental: Group IIb NRT Non-Responder - Pouch Preferrers Control: Participants who did not quit smoking with NRT and prefer nicotine pouches are randomized to remain on NRT.
4. Experimental: Group IIIa NRT Non-Responder - ENDS Preferrers: Participants who did not quit smoking with NRT and prefer e-cigarettes are randomized to switch to e-cigarettes or remain on NRT.
5. Experimental: Group IIIb NRT Non-Responder - ENDS Preferrers Control: Participants who did not quit smoking with NRT and prefer e-cigarettes are randomized to remain on NRT.

Primary Outcome Measures:

* Change in smoke exposure for NRT non-responders (expired air CO at week 10 compared to baseline)
* Smoking abstinence rates for NRT non-responders (complete smoking abstinence defined by self-report and expired air CO<6 ppm)

Secondary Outcome Measures:

* Smoking abstinence rates for NRT non-responders (complete smoking abstinence defined by self-report)

The study aims to assess the effectiveness of harm reduction products as a second-line intervention for adult smokers who do not quit with NRT, and to compare the outcomes between different products and treatment arms."
317,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: The Effect of the Flipped Learning on Nursing Students' Asepsis Knowledge and Learning Skills: A Randomized Controlled Study

Objective: To evaluate the effectiveness of the flipped classroom model in teaching asepsis principles to first-year nursing students.

Design: Randomized controlled trial with a parallel assignment design.

Population: First-year nursing students at Bilecik Şeyh Edebali University Nursing Department.

Intervention: Experimental group students will receive flipped education on asepsis principles 2 weeks before the infection control course, while control group students will receive traditional education.

Outcome Measures: The primary outcome measure is the effect of the flipped education model on the course success of nursing students.

Duration: The study will last for 4 weeks, from November 11, 2023, to December 20, 2023.

Eligibility Criteria: First-year nursing students who have not received training on asepsis principles before and volunteer to participate in the study."
