id,summary
79,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

This randomized controlled trial aims to evaluate the efficacy of upper trapezius stretching on neck pain, range of motion, and disability in patients with cervical spondylosis. The study will enroll patients aged 40-65 years with a confirmed diagnosis of cervical spondylosis and neck pain for at least 3 months. Participants will be randomly assigned to either an experimental group receiving upper trapezius stretching exercises or a control group receiving standard care, including heat treatment and strengthening exercises. The primary outcome measures will be changes in neck pain intensity and range of motion, while secondary outcome measures will include changes in the Neck Disability Index. The study will assess these outcomes at baseline, after 4 weeks of intervention, and 3 months."
80,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Effectiveness of Tecarterapy on the Performance of Amateur Athletes

Objective: To evaluate the effectiveness of Tecartherapy, a non-invasive electrothermal therapy, on the performance of amateur athletes in sports that involve sprinting and jumping.

Population: Amateur athletes aged 18-30 years, competing in university or national amateur leagues, with no history of sports injury in the last two months.

Intervention: A single 25-minute Tecartherapy procedure will be performed on both legs, with a sham comparator group receiving a placebo treatment.

Outcome Measures:

* Primary outcomes: Change in 30-meter sprint time and electromyographic activity during sprint
* Secondary outcomes: Countermovement jump height, electromyographic activity during countermovement jump, isometric leg extension force, and electromyographic activity during isometric leg extension

The study aims to assess the effects of Tecartherapy on functional sporting abilities, such as sprinting and jumping performance, in amateur athletes."
81,"assistant

This clinical trial aims to investigate the relationship between cell-free DNA (cfDNA) and endometriosis in patients undergoing in vitro fertilization (IVF) treatment. The study will collect blood samples from patients with endometriosis and other infertility causes before and after IVF treatment, and quantify cfDNA using real-time PCR. The primary outcome measures include cfDNA rates in serum and follicular fluid, while secondary outcomes include oocyte quality, fragmentation rate, and pregnancy and live birth rates. The study will enroll patients aged 18-43 who are eligible for medical assistance to procreation and have signed a consent form. The trial will provide insights into the role of cfDNA in endometriosis and its potential as a biomarker for oocyte quality and IVF outcomes."
82,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Maxillary Implant Overdentures Retained by Bars or Locator Attachments: a 10-year Comparative Prospective Study

Objective: To compare the treatment outcomes of fully edentulous patients with maxillary implant overdentures retained by either bars or Locators, with a primary outcome measure of the change in marginal peri-implant bone level 10 years after placing the overdenture.

Methodology: This is a non-randomized, prospective comparative study that enrolled patients who were treated 10 years ago with dental implants and an overdenture in the maxilla due to problems with retention and stability with their conventional denture. Patients were treated with either a bar-retained or Locator-retained implant overdenture.

Outcomes: The primary outcome measure is the change in peri-implant marginal bone level 10 years after placing the overdenture. Secondary outcomes include implant and overdenture survival, peri-implant mucosa health, and patient satisfaction.

Population: The study included fully edentulous patients with an overdenture in the maxilla who were referred to the Department of Oral and Maxillofacial Surgery 10 years ago due to problems with retention and stability with their conventional denture.

Duration: The study has a 10-year follow-up period.

Location: The study was conducted at the University Medical Center Groningen, the Netherlands."
83,"assistant

This is a randomized controlled trial (RCT) designed to evaluate the efficacy of a designed exercise program on pain and quality of sleeping in patients with sickle cell disease anemia. The study aims to assess the effects of a 6-week exercise program on pain, sleep quality, fatigue, stress, and quality of life in 50 adult patients with sickle cell disease. 

The study consists of two groups: an experimental group (n=25) that will receive the designed exercise program, and a control group (n=25) that will not receive the exercise program. The exercise program includes diaphragmatic breathing exercises, progressive muscle relaxation, a combination of stretching, stabilization, and strengthening exercises of the pelvic-lumbar region, and walking exercise. 

The primary outcome measures include the Pittsburgh Sleep Quality Index (PSQI), Visual Analog Scale (VAS) for pain, and the World Health Organization Quality of Life (WHOQOL-BREF) questionnaire. Secondary outcome measures include the Fatigue Scale, Perceived Stress Scale (PSS), and the WHOQOL-BREF questionnaire. 

The study will use a double-blinded design, and the participants will be randomly assigned to either the experimental or control group. The study will be conducted over a period of 6 weeks, with pre- and post-intervention measurements taken. The results will be analyzed using the T-test and repeated measure analysis of ANOVA, with a significance level of 0.05 and a confidence interval of 0.95%."
84,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Cognitive Stimulation Therapy for Dementia: A Two-Armed Pragmatic Trial

Objective: To evaluate the effectiveness of Cognitive Stimulation Therapy (CST) in patients with mild cognitive impairment or mild to moderate dementia compared to standard of care.

Design: Randomized, open-label, parallel-group trial with two arms: Active Comparator (CST referral) and Placebo Comparator (standard of care).

Eligibility: Patients with mild cognitive impairment or mild to moderate dementia, aged 18 years or older, who are English-speaking and have a scheduled visit for cognitive screening within 6-12 months.

Interventions:

* Active Comparator: Referral for CST treatment
* Placebo Comparator: Standard of care (no CST referral)

Primary Outcome Measures:

* Cognitive decline measured by an increase in Montreal Cognitive Assessment Score from baseline to follow-up (6 months)

Secondary Outcome Measures:

* Cognitive improvement measured by a decrease in Montreal Cognitive Assessment Score from baseline to follow-up (6 months)
* Referral Acceptance Rate
* Participant attendance
* Participant Attrition

The study aims to assess the effectiveness of CST in reducing cognitive decline and improving cognitive function in patients with mild cognitive impairment or mild to moderate dementia, as well as its acceptability and feasibility."
85,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

The study aimed to investigate the correlation between anxiety and reflux symptoms in patients with gastroesophageal reflux disease (GERD). The study enrolled  patients who underwent gastrointestinal function diagnostics, including esophagogastroduodenoscopy, 24-hour pH-metry, high-resolution manometry, and esophagography. The patients completed the Hospital Anxiety and Depression Scale (HADS) questionnaire to assess anxiety and depression levels. The study found that patients with GERD had higher levels of anxiety and depression compared to the general population. The study also found that anxiety was associated with more severe reflux symptoms, and that patients with anxiety were more likely to experience GERD symptoms. The study suggests that there is an interaction between GERD and psychosocial disorders, and that anxiety and depression can intensify symptom perception. The study's findings support the importance of considering psychosocial factors in the diagnosis and treatment of GERD."
86,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

This is a single-arm, open-label clinical trial investigating the effectiveness of a self-guided, personalized treatment for women with disordered eating. The treatment involves two weeks of smartphone self-monitoring to identify target problems, followed by two self-guided modules of personalized treatment sent directly to the participant's smartphone. The primary outcome measures include changes in disordered eating symptoms, anxiety, depression, clinical impairment, and quality of life, which will be assessed using standardized questionnaires. The study aims to evaluate the safety and efficacy of this treatment approach in women aged 18-65 with disordered eating, excluding those with active mania, suicidality, or psychosis."
87,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Evaluation of the CAD-EYE System for the Detection of Colorectal Neoplastic Lesions in Patients With Lynch Syndrome

Objective: To evaluate the effectiveness of the CAD-EYE system in screening for neoplastic lesions in patients with Lynch syndrome, a genetic disorder that increases the risk of colorectal cancer.

Design: Randomized, parallel-group study comparing the CAD-EYE system with indigo carmine chromoendoscopy (CE) in patients with Lynch syndrome.

Eligibility: Patients with confirmed pathogenic mutations in MLH1, MSH2, MSH6, PMS2, or EpCAM genes, aged 18-90 years, and able to undergo colonoscopy.

Intervention: Participants will undergo colonoscopy with either the CAD-EYE system or CE. The CAD-EYE system uses artificial intelligence to detect neoplastic lesions, while CE uses indigo carmine chromoendoscopy.

Primary Outcome Measure: Adenoma detection rate (ADR) between the CAD-EYE group and CE group.

Secondary Outcome Measures: Detection rates of specific lesions, diagnostic performance of CAD EYE, rate of resect and discard strategy, and time of colonoscopies.

Duration: Average of 2 years.

Keywords: artificial intelligence, Lynch Syndrome, CAD EYE, adenoma detection rate, colorectal screening."
88,"assistant

This prospective observational study aimed to investigate the use of a water-soluble contrast-based protocol to assist in the management of pediatric adhesive small bowel obstruction (ASBO). The study enrolled 314 patients aged 1-20 years who were diagnosed with ASBO and underwent a trial of non-operative management (NOM) on hospital admission. The primary outcome measure was the number of patients who required an operation, and the secondary outcomes included total hospital length of stay and adverse events related to contrast administration.

The study found that the use of enteral contrast challenge was not standardized across sites, but the protocol was standardized across sites for other aspects. The contrast agent used was Diatrizoate meglumine or Ioversol, and patients received 30-200ml of enteral contrast followed by X-rays at 8-12 hours and 24 hours after contrast administration.

The study showed that the use of enteral contrast challenge did not significantly affect the need for operation, but it may have affected the total hospital length of stay and the rate of adverse events related to contrast administration. The study also found that the type of contrast agent used and the final osmolality of the contrast administered did not significantly affect the outcomes.

Overall, the study suggests that the use of enteral contrast challenge may be useful in the management of pediatric ASBO, but further research is needed to confirm these findings and to determine the optimal protocol for its use."
89,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Pharmacokinetic Study to Compare Itepekimab Exposure When Administered With an Autoinjector Versus Prefilled Syringe

Objective: To compare the pharmacokinetics of subcutaneous itepekimab administered with an autoinjector versus prefilled syringe in healthy participants with chronic obstructive pulmonary disease.

Design: Single-center, open-label, randomized, parallel-group, single-dose study.

Interventions: Itepekimab administered via autoinjector (AI) or prefilled syringe (PFS).

Primary Outcome Measures:

* Maximum plasma concentration of itepekimab (Cmax)
* Area under the plasma concentration versus time curve (AUClast and AUC)

Secondary Outcome Measures:

* Time to reach Cmax (tmax)
* Area under the serum concentration versus time curve (AUC0-28days)
* Terminal half-life (t1/2)
* Apparent total body clearance (CL/F)
* Apparent Volume of Distribution at the steady state (Vss/F)
* Incidence of treatment-emergent anti-itepekimab antibodies responses
* Number of participants with adverse events, serious adverse events, and adverse events of special interest.

Duration: Approximately 141 days."
90,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: An Actual Use Study of P12 Electronic Nicotine Delivery System Among U.S. Adult Smokers

Objective: To assess the relative impact of availability and use of different e-liquid flavors on changes in cigarette consumption among current U.S. adult smokers.

Design: Multi-site, open-label, randomized, three-arm, 8-week prospective observational study.

Eligibility: Healthy adult smokers (21-60 years old) who smoke at least 5 cigarettes per day, have smoked at least 100 cigarettes in their lifetime, and indicate an intention to use at least one study IP flavor per arm.

Interventions: Participants will be randomized to one of three arms, each featuring different e-liquid flavors (tobacco, menthol, or non-tobacco/non-menthol) at two nicotine levels (1.5% and 5%). Participants will use the study IP ad libitum and self-report product use via an eDiary over a 6-week period.

Primary Outcome Measures: The number and proportion of subjects who reduce their cigarettes per day by at least 50% at Week 6 compared to baseline, and the mean percent reduction in cigarettes per day at Week 6 compared to baseline.

This study aims to evaluate the impact of different e-liquid flavors on cigarette consumption among adult smokers, with the goal of informing the development of more effective tobacco harm reduction strategies."
91,"assistant

The study is a multicenter, randomized, open-label trial investigating the efficacy of subcutaneous infliximab (IFX) monotherapy versus IFX with concomitant immunosuppression in patients with moderate to severe Crohn's disease. The primary objective is to evaluate the proportion of patients in corticosteroid-free clinical remission and endoscopic response at week 26. Secondary objectives include evaluating endoscopic remission, clinical remission, clinical response, symptomatic remission, biochemical remission, quality of life, and development of anti-drug antibodies.

The study will enroll 158 patients aged 18-80 years who have not responded to previous treatments or have intolerable side effects. Patients will be randomized to either IFX monotherapy or IFX with concomitant immunosuppression and will receive treatment for 26 weeks. The primary outcome measure is the proportion of patients in corticosteroid-free clinical remission and endoscopic response at week 26.

The study will also evaluate secondary outcomes such as endoscopic remission, clinical remission, clinical response, symptomatic remission, biochemical remission, quality of life, and development of anti-drug antibodies. The study will also assess the safety and tolerability of the treatments.

The study aims to determine whether subcutaneous IFX monotherapy is non-inferior to subcutaneous IFX with concomitant immunosuppression in inducing corticosteroid-free clinical remission, clinical remission, and endoscopic response in patients with moderate to severe Crohn's disease."
92,"assistant

This is a pharmacokinetics study aimed at describing the profile of rivaroxaban and apixaban in adult cancer patients with venous thromboembolism or atrial fibrillation from a real-world setting. The study aims to identify factors influencing the pharmacokinetic profile of these direct oral anticoagulants in this patient population. Eligible patients must be at least 18 years old, have active or diagnosed cancer, and be affiliated with a health insurance system. The study involves monitoring patients treated with either rivaroxaban or apixaban and measures the estimated area under the curve (AUC) of each drug over a period of three years. The primary outcome measure is a population pharmacokinetic evaluation, while secondary outcome measures include a safety evaluation of thromboembolic events and major bleeding."
93,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Study Title:** Evaluating Bronchodilator Response in Patients With Bronchiectasis

**Objective:** To determine the influence of various factors on bronchodilator response in patients with bronchiectasis, a chronic respiratory disease characterized by irreversible bronchial dilation.

**Design:** Randomized, crossover study with two arms: Salbutamol first and Placebo first. Patients will undergo spirometry testing before and after bronchodilator and placebo inhalation.

**Population:** Patients with bronchiectasis confirmed by CT scan, aged 5 years and above, with no recent pulmonary exacerbation or use of long-acting beta agonists or short-acting beta agonists.

**Primary Outcome Measures:** Change in forced expiratory volume in one second (FEV1) and forced vital capacity (FVC) from pre- to post-bronchodilator inhalation, compared to placebo.

**Secondary Outcome Measures:** Assessment of bronchodilator response in specific bronchiectatic diseases, bronchiectasis compared to healthy controls, and the influence of various factors such as age, sex, bronchiectatic disease, use of inhaled steroids, history of allergy, baseline FEV1, history of pseudomonas, and bronchiectasis severity on bronchodilator response.

**Study Plan:** Patients will undergo three spirometry tests: baseline, 15 minutes after first intervention (placebo or salbutamol), and 15 minutes after second intervention (placebo or salbutamol)."
94,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The study, ""Sex, Hormones and Identity Affect Nociceptive Expression,"" aims to investigate the impact of gender identity, genetic sex, and hormone status on pain sensitivity. The study will enroll 240 participants, including cisgender men and women, transgender men and women, and individuals who have undergone hormone replacement therapy. Participants will undergo a single visit, which will include a blood draw, questionnaires, body measurements, and pain testing using heat, mechanical, and cold stimuli.

The study will assess various outcomes, including pain thresholds, pain sensitivity, sleep quality, depression, social support, perceived discrimination, hormone levels, and immune cell populations and activity. The primary outcome measures include experimental heat and pressure pain thresholds, experimental pain sensitivity, temporal summation, and conditioned pain modulation.

The study will also examine secondary outcomes, such as community connectedness, bodily pain, quality of life metrics, body image, gender role expectation of pain, and adverse childhood events. The study will provide valuable insights into the complex relationships between gender identity, hormone status, and pain sensitivity, and may ultimately inform the development of targeted interventions for individuals with chronic pain."
95,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The ""Technology Enriched Stroke Rehabilitation in Acute/Sub-acute Stroke"" study aims to evaluate the feasibility of using technology-based rehabilitation methods to increase the intensity and duration of stroke rehabilitation in acute and sub-acute stroke patients. The study will take place at University Hospital Wishaw in Scotland and will involve 18 or older stroke patients who are medically fit for rehabilitation. Participants will be prescribed and supported to use commercially available technology, such as robotics, adapted treadmills, virtual reality, and mobile digital devices, to enhance their usual therapy. The study will measure the duration of time spent on activities within the ""technology enriched rehabilitation space,"" movement repetitions, rates of recruitment and attrition, and adherence to sessions. Additionally, the study will collect qualitative data on the acceptability of the intervention through audio-recorded semi-structured interviews with participants, family/carers, and NHS staff. The primary outcome measures include the duration of time spent on activities, movement repetitions, rates of recruitment and attrition, and adherence to sessions. The study aims to bridge the gap between current staffing resources and recommended levels of rehabilitation intensity for stroke patients."
96,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Alleviating Persistent Dyspnea in Amyotrophic Lateral Sclerosis Patients Treated With Non-Invasive Ventilation Through Immersive Virtual Reality

Objective: To evaluate the effect of immersive virtual reality (IVR) on respiratory discomfort in patients with amyotrophic lateral sclerosis (ALS) treated with non-invasive ventilation (NIV).

Design: Open-label, monocentric, randomized, controlled cross-over clinical study.

Participants: Patients with ALS at the stage of respiratory failure treated with NIV for more than a month, with persistent dyspnea at rest.

Interventions: Patients will receive either IVR or music therapy, followed by the alternative intervention 60 minutes later. Each session will last 15 minutes.

Primary Outcome Measure: Evaluate the effect of IVR on respiratory discomfort (scale A1 of the Multidimensional Dyspnea Profile questionnaire).

Secondary Outcome Measures: Evaluate the effect of IVR on respiratory discomfort (sensory and emotional components), music therapy on respiratory discomfort (sensory, affective, and emotional components), and compare the evolutionary profile of respiratory discomfort under the effect of IVR and music therapy. Additionally, evaluate the acceptability of IVR and compare the effect of IVR and music therapy on respiratory discomfort in terms of preference.

Keywords: Persistent Dyspnea, Non-Invasive Ventilation, Immersive Virtual Reality."
97,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Selective Reporting for Antibiotic Susceptibility Testing and GPs' Prescribing of Broad-spectrum Antibiotics in Women With E. Coli UTIs

Objective: To evaluate the effect of selective reporting for antibiotic susceptibility testing on general practitioners' (GPs') prescribing of broad-spectrum antibiotics in women with E. coli urinary tract infections (UTIs).

Design: Randomized controlled trial with parallel assignment, double-blinding, and two arms: an intervention arm where GPs receive a selective reporting for antibiotic susceptibility testing, and a control arm where GPs receive a standard antibiotic susceptibility testing report.

Participants: Women aged 18 years or older with E. coli UTIs, and GPs practicing in primary care in Loire Atlantique and/or Maine et Loire, France.

Intervention: In the intervention arm, GPs receive a selective reporting for antibiotic susceptibility testing report, which lists antibiotics restricted according to four E. coli susceptibility profiles, with an emphasis on narrower-spectrum antibiotics. In the control arm, GPs receive a standard antibiotic susceptibility testing report.

Primary Outcome Measure: The rate of broad-spectrum antibiotic dispensing within 5 days after report of the antibiotic susceptibility testing.

Secondary Outcome Measures: Include rates of directed broad-spectrum antibiotic dispensing, antibiotic de-escalation rate, and rates of antibiotic dispensing as a function of GP and patient characteristics."
98,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

This is a prospective, randomized, double-blind, pilot study evaluating the efficacy and safety of sodium valproate in improving clinical outcomes in patients with acute ischemic stroke. The study aims to investigate whether sodium valproate can reduce infarct volume, improve neurological function, and increase peripheral anti-inflammatory CD177+ neutrophils levels. A total of 90 patients with acute ischemic stroke will be randomly assigned to receive either low-dose (10mg/kg) or high-dose (20mg/kg) sodium valproate, or a placebo (normal saline) for 3 consecutive days. The primary outcome measure is the proportion of patients with a favorable outcome (Modified Rankin Scale score ≤2) at 90 days. Secondary outcomes include the Modified Rankin Scale score, NIH Stroke Scale score, lesion volume, and length of hospital stay. The study aims to provide evidence on the potential neuroprotective effects of sodium valproate in acute ischemic stroke patients."
99,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

This randomized, open-label trial aims to investigate the effectiveness of a virtual coach in promoting weight reduction among patients with obesity undergoing ventral hernia repair. The study includes 18-90 year-old patients with a BMI ≥ 30 and a diagnosed obesity, who have been evaluated by a surgeon and offered elective ventral hernia repair. Participants are randomly assigned to either a virtual coach group or a standard weight loss tools group. The primary outcome measure is the average net weight change over 6 months. Secondary outcomes include the number of interactions with the virtual coach, quality of life, and satisfaction with the virtual coach. The study aims to determine whether the virtual coach offers a better solution for weight reduction in patients with obesity undergoing ventral hernia repair."
100,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

**Title:** Clinical Study on the Safety and Efficacy of Mesenchymal Stem Cell Exosomes in the Treatment of Coronavirus Infection.

**Objective:** To evaluate the safety and effectiveness of nebulized umbilical cord mesenchymal stem cell-derived exosomes combined with conventional therapy for the treatment of moderate, severe, and critically ill COVID-19 patients.

**Design:** Multicenter, randomized controlled, single-blind trial with two arms: experimental group receiving nebulized umbilical cord mesenchymal stem cell-derived exosomes and control group receiving nebulized saline solution.

**Inclusion Criteria:** Patients aged 18-75 years with moderate or severe COVID-19 infection, positive nucleic acid or antigen test, and no prior treatment with umbilical cord mesenchymal stem cell-derived exosomes.

**Exclusion Criteria:** Patients with severe heart, brain, kidney, or hematopoietic system diseases, neuro-muscular diseases, or other serious illnesses.

**Primary Outcome Measures:** Symptom remission time after atomizing medication, improvement of serum inflammatory markers, and CT review and comparison.

**Secondary Outcome Measures:** Length of hospitalization, recovery time (nucleic acid turned negative).

**Keywords:** COVID-19, Exosomes, Mesenchymal Stem Cell."
101,"assistant

This clinical trial compares the effectiveness of calcium silicate-based sealers (CSS) and epoxy resin-based sealers (ERS) in single-visit root canal treatment for patients with irreversible pulpitis. The study aims to evaluate the clinical effectiveness of both sealers in terms of pain intensity, pain relief, and treatment outcome over a period of 6 months. A total of 120 patients aged 18 years or older with healthy periodontal tissue and sufficient clinical teeth crown will be randomly assigned to either the CSS or ERS group. The primary outcome measures include change in pain intensity and relief over time, as well as change in treatment outcome evaluation over time. The study will assess these outcomes at various time points, including 6 hours, 12 hours, 24 hours, 48 hours, 72 hours, and 7 days after treatment, as well as 1 week, 3 months, and 6 months after treatment."
102,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

This is a multi-center, open, prospective cohort study evaluating the immunogenicity of two domestically produced bivalent HPV vaccines (Wozehui and Cecolin) versus imported HPV vaccines in adolescent females aged 13-14 years old. The study aims to assess the immune response and persistence of the vaccines over a period of 36 months. A total of 3,000 subjects will be recruited and divided into three groups: 1,000 participants receiving Wozehui, 1,000 participants receiving Cecolin, and 1,000 participants receiving imported HPV vaccines. Blood samples will be collected at three time points (30-60 days, 12 months, and 36 months) after the last dose of vaccination to measure the neutralizing antibody response to HPV types 16 and 18. The primary outcome measures include the geometric mean titer (GMT) and antibody positivity testing for HPV types 16 and 18 at each time point."
103,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The study aims to evaluate the feasibility of integrating homeopathic approach in a comprehensive cancer center. Homeopathy is a complementary and integrative medicine (CIM) modality that emphasizes empathic listening and uses highly diluted substances. The study will assess the acceptance and feasibility of homeopathy as a supportive approach for symptom control and quality of life improvement in cancer patients. The study will enroll patients aged 18 or older with a performance status of ECOG 0-2, who are treated at the Division of Oncology in Rambam Health Campus. The primary outcome measures will be the feasibility of the supportive approach and quality of life-level of distress, as measured by questionnaires and the Distress Thermometer, respectively. The study will evaluate three main ingredients: patient concerns, patient acceptance, and retrospective subjective information from patients through validated quality of life questionnaires."
104,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Description of Septic Thrombophlebitis on Central Venous Catheter and Midline

Objective: To diagnose and evaluate the duration of septic thrombophlebitis on central venous catheters and midlines using Doppler ultrasound.

Eligibility: Adult patients hospitalized at CHM or CHUA with a central venous device or midline and catheter-related bacteremia.

Intervention: Doppler ultrasound to diagnose and monitor septic thrombophlebitis.

Primary Outcome Measure: The duration of ultrasound signs of septic thrombophlebitis, measured from diagnosis to disappearance of signs on Doppler ultrasound at Day 90.

Exclusion Criteria: Patients with a life expectancy of less than one month, contraindication to anticoagulation, or already on curative anticoagulant therapy.

This study aims to evaluate the diagnostic accuracy and duration of septic thrombophlebitis on central venous catheters and midlines using Doppler ultrasound."
105,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Title:** A Phase 3, Open-Label, Randomized Study to Compare the Efficacy and Safety of Odronextamab with Lenalidomide Versus Rituximab with Lenalidomide in Relapsed/Refractory Participants with Follicular Lymphoma and Marginal Zone Lymphoma.

**Objective:** To evaluate the safety and efficacy of odronextamab in combination with lenalidomide compared to rituximab in combination with lenalidomide in patients with relapsed/refractory follicular lymphoma and marginal zone lymphoma.

**Design:** This is a phase 3, open-label, randomized study with two arms: odronextamab with lenalidomide and rituximab with lenalidomide. Participants will be randomized in a 1:1 ratio to receive either treatment. The study will consist of two parts: a safety run-in part and a randomized part.

**Inclusion Criteria:** Patients with relapsed/refractory follicular lymphoma or marginal zone lymphoma who have received at least two cycles of prior systemic chemotherapy or immunotherapy and have measurable disease on cross-sectional imaging.

**Primary Outcome Measures:** The primary outcome measures include the incidence of dose-limiting toxicities, treatment-emergent adverse events, and progression-free survival.

**Secondary Outcome Measures:** Secondary outcome measures include overall response rate, duration of response, overall survival, event-free survival, and patient-reported outcomes such as quality of life and symptoms.

**Keywords:** Relapsed/refractory follicular lymphoma, marginal zone lymphoma, non-Hodgkin lymphomas, indolent lymphomas, odronextamab."
106,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: The Effect of Proliverenol Supplementation on Liver Function in Patients With Non-Alcoholic Fatty Liver Disease (NAFLD)

Objective: To evaluate the efficacy of Proliverenol supplementation in patients with NAFLD.

Design: Randomized, double-blind, parallel-group trial with four treatment arms: Treatment I (1 caplet of Proliverenol 500mg twice daily), Treatment II (2 caplets of Proliverenol 500mg once daily), Treatment III (2 caplets of Proliverenol 500mg twice daily), and Treatment IV (2 caplets of Placebo daily).

Population: Adult patients (≥18 years) with NAFLD, diagnosed by liver ultrasonography and CAP examination, and with liver impairment defined as serum ALT level > ULN.

Intervention: Patients will receive study medication for 12 weeks, with evaluations at baseline, 4, 8, and 12 weeks.

Primary Outcome Measures: Changes in serum ALT and AST levels from baseline to Week 4, 8, and 12 of study treatment.

Secondary Outcome Measures: USG examination for CAP and TE, and AST to ALT ratio at Week 4, 8, and 12 of study treatment.

Keywords: NAFLD, Proliverenol."
107,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Impact of Ozone Application in Periodontitis Patients

Objective: To evaluate the effectiveness of ozone therapy in combination with non-surgical periodontal treatment for patients with periodontitis.

Design: Randomized, double-blind, parallel-group trial.

Participants: Systemically healthy patients with periodontitis, aged 18-65 years, with at least 20 teeth, no smokers, and no contraindications for periodontal treatment and ozone application.

Interventions: Two groups:

1. Experimental group: Ozone therapy using a device (Ozone DTA Ozone Generator) immediately after non-surgical periodontal treatment, with ozone application three times within one week.
2. Control group: Only non-surgical periodontal treatment.

Outcomes:

1. Primary outcome: Probing pocket depth at baseline and 3 months.
2. Secondary outcomes: Plaque index, gingival index, bleeding on probing, proportions of bacterial species, and inflammatory parameter levels in gingival crevicular fluid at baseline, 1 month, and 3 months.

Keywords: periodontitis, ozone, treatment."
108,"assistant

This clinical trial is a comparative study to investigate the expression of CD44, PCNA, and E-cadherin in pterygium tissue. The study enrolled 60 patients with pterygium, with 30 patients serving as a control group and the remaining 30 patients divided into two groups: primary pterygia and recurrent pterygia. The investigators collected conjunctival samples from the control group and surgically removed pterygium tissue from the other two groups. The samples were then analyzed using immunohistochemistry to evaluate the expression of CD44, PCNA, and E-cadherin. The study aims to compare the expression of these proteins in pterygium tissue with normal conjunctival tissue and to identify any differences between primary and recurrent pterygia."
109,"assistant

Here is a clear, concise, and accurate summary of the TINO clinical trial:

The TINO study aims to investigate the underlying mechanisms and consequences of the loss of nasal T cells in older adults, particularly those who are vital, frail, or have respiratory tract infections. The study will enroll three groups: young adults (18-30 years old), healthy elderly (65+ years old), and frail elderly (65+ years old) with recurrent respiratory tract infections. Participants will provide nasal and blood samples at baseline and three months later, and will be followed up for six months if they develop respiratory symptoms.

The primary outcome measure is the frequency of nasal CD8+ T cells in young adults and frail older adults. Secondary outcomes include the phenotype, functionality, and clonality of nasal and blood T cells, as well as the transcriptomic cluster composition, stability of nasal T cells, and comparison of nasal and peripheral immune cell populations between the three groups.

The study also aims to investigate the effect of sex on aging effects of nasal and blood immune populations, and to identify asymptomatic viral infections and their association with T cells and other immune parameters. Additionally, the study will examine the frequencies of antigen-specific T cells in the nose and blood post-infection.

The TINO study will provide valuable insights into the mechanisms underlying the loss of nasal T cells in older adults and may lead to the development of novel therapeutic strategies to prevent respiratory tract infections in this population."
110,"assistant

This clinical trial aims to investigate the platelets to lymphocytes ratio (PLR) and monocytes to lymphocytes ratio (MLR) as predictors of response to treatment in cirrhotic patients with spontaneous bacterial peritonitis (SBP). The study includes cirrhotic patients with untreated SBP, excluding those with ascites without cirrhosis, tuberculous peritonitis, secondary bacterial peritonitis, sepsis, or unrelated infections. The trial involves an ascetic fluid study to diagnose SBP and assess PLR and MLR. The primary outcome measure is the ability of PLR and MLR to predict response to treatment in cirrhotic patients with SBP. The study will enroll patients aged 15-100 years and will run from April 19, 2023, to April 30, 2024."
111,"assistant

This is a prospective observational study aimed to evaluate the added diagnostic value of point-of-care ultrasound (POCUS) performed by emergency medicine physicians (specialists and residents) in patients with acute dyspnea. The study population consists of adult patients presenting to the emergency department with dyspnea, hypoxia, or respiratory distress. Participants undergo a routine assessment, and then a certified physician performs a structured POCUS examination of the heart, inferior vena cava, and lungs. The primary outcome measure is the discharge diagnosis, which is compared to the estimated likelihood of diagnosis before and after POCUS. The study aims to determine the sensitivity, specificity, negative predictive value, and positive predictive value of POCUS in diagnosing various conditions, including heart failure, pulmonary embolism, pneumonia, and others."
